MetaTest/push-v2/TerminationRate,MetaTest/push-v2/SuccessRate,TotalEnvSteps,MetaTest/Average/NumEpisodes,MetaTest/push-v2/Iteration,MetaTest/Average/MaxReturn,MetaTest/push-v2/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/push-v2/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v2/MinReturn,MetaTest/push-v2/StdReturn,MetaTest/push-v2/NumEpisodes,MetaTest/push-v2/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/Iteration
0.0,0.0,325000,50,19,201.11905968765512,34.01968523220152,0.0,34.019685232201525,34.019685232201525,7.123716478617035,31.312260222711654,50,201.11905968765512,0.0,34.01968523220152,7.123716478617035,31.312260222711654,19
0.0,0.0,340000,50,20,337.82286553203164,35.968100043789875,0.0,35.96810004378989,35.96810004378989,11.375964911315036,48.986618537651815,50,337.82286553203164,0.0,35.968100043789875,11.375964911315036,48.986618537651815,20
0.0,0.0,355000,50,21,128.65099626825557,32.87668608449333,0.0,32.87668608449333,32.87668608449333,9.467642090053914,23.189202454734332,50,128.65099626825557,0.0,32.87668608449333,9.467642090053914,23.189202454734332,21
0.0,0.0,370000,50,22,209.47272576670272,30.457941892484627,0.0,30.457941892484627,30.457941892484627,9.699541022341847,30.361933061941574,50,209.47272576670272,0.0,30.457941892484627,9.699541022341847,30.361933061941574,22
0.0,0.0,385000,50,23,170.88290376474643,28.64695309789196,0.0,28.646953097891974,28.646953097891974,9.996957522503797,24.759270628038916,50,170.88290376474643,0.0,28.64695309789196,9.996957522503797,24.759270628038916,23
0.0,0.0,400000,50,24,83.75039991288847,24.463174089097215,0.0,24.463174089097212,24.463174089097212,12.118567819579562,11.966637214431074,50,83.75039991288847,0.0,24.463174089097215,12.118567819579562,11.966637214431074,24
0.0,0.0,415000,50,25,355.21507920944026,38.57197615761233,0.0,38.57197615761233,38.57197615761233,8.461375757567575,49.18346417176188,50,355.21507920944026,0.0,38.57197615761233,8.461375757567575,49.18346417176188,25
0.0,0.0,430000,50,26,316.1517367456416,47.93165768630673,0.0,47.93165768630673,47.93165768630673,8.240994897386804,60.51818035072566,50,316.1517367456416,0.0,47.93165768630673,8.240994897386804,60.51818035072566,26
0.0,0.0,445000,50,27,564.5606582358778,44.721025655822714,0.0,44.72102565582271,44.72102565582271,13.00824447058776,78.38797293340377,50,564.5606582358778,0.0,44.721025655822714,13.00824447058776,78.38797293340377,27
0.0,0.0,460000,50,28,93.3774664838501,35.56551635571757,0.0,35.56551635571758,35.56551635571758,10.324750877046814,19.760980987168082,50,93.3774664838501,0.0,35.56551635571757,10.324750877046814,19.760980987168082,28
0.0,0.0,475000,50,29,106.21270638864596,28.071686491964275,0.0,28.071686491964275,28.071686491964275,7.836228844187052,16.633593314061972,50,106.21270638864596,0.0,28.071686491964275,7.836228844187052,16.633593314061972,29
